,flag_SF,same_srv_rate,dst_host_srv_count,logged_in,flag_S0,serror_rate,count,service_http,service_private,dst_host_count,class
5162,0,1.0,8,0,0,0.0,1,0,0,27,1
5163,0,0.13,8,0,1,1.0,85,0,1,255,0
5164,1,1.0,91,1,0,0.0,1,0,0,93,1
5165,1,1.0,255,1,0,0.0,8,1,0,96,1
5166,1,1.0,254,0,0,0.0,105,0,0,255,1
5167,1,0.99,253,0,0,0.0,114,0,0,255,1
5168,0,0.39,12,0,1,1.0,28,0,0,255,0
5169,0,0.07,22,0,1,1.0,295,0,1,255,0
5170,0,0.14,19,0,1,1.0,137,0,0,255,0
5171,1,1.0,73,0,0,0.0,1,0,0,1,0
5172,1,1.0,255,1,0,0.0,24,1,0,92,1
5173,1,0.11,7,0,0,0.0,9,0,0,255,1
5174,1,1.0,255,1,0,0.0,13,1,0,255,1
5175,0,0.05,13,0,1,1.0,239,0,0,255,0
5176,1,1.0,255,1,0,0.0,3,1,0,232,1
5177,0,1.0,1,0,0,0.0,1,0,1,235,0
5178,1,1.0,255,1,0,0.0,34,1,0,255,1
5179,0,0.06,17,0,1,1.0,267,0,0,255,0
5180,0,0.41,31,0,0,0.0,27,0,1,255,0
5181,0,0.01,1,0,0,0.01,148,0,1,255,0
5182,0,0.02,12,0,1,1.0,293,0,0,255,0
5183,1,1.0,255,1,0,0.0,1,1,0,6,1
5184,1,0.5,90,0,0,0.0,2,0,0,255,1
5185,1,1.0,30,1,0,0.0,1,0,0,60,1
5186,1,1.0,27,0,0,0.0,5,0,0,255,1
5187,0,0.02,1,0,1,1.0,272,0,1,255,0
5188,0,0.08,15,0,1,1.0,185,0,1,255,0
5189,1,1.0,221,1,0,0.0,4,1,0,255,1
5190,1,1.0,255,1,0,0.0,4,1,0,255,0
5191,1,1.0,254,0,0,0.0,118,0,0,255,1
5192,0,0.03,12,0,1,1.0,249,0,1,255,0
5193,0,0.0,20,0,1,1.0,271,0,0,255,0
5194,1,1.0,63,1,0,0.0,1,0,0,255,1
5195,0,0.5,1,0,0,0.0,2,0,1,255,0
5196,1,1.0,255,1,0,0.0,12,1,0,211,1
5197,0,0.0,1,0,0,0.09,509,0,0,255,0
5198,1,1.0,4,1,0,0.0,1,0,0,4,1
5199,1,0.99,253,0,0,0.0,106,0,0,255,1
5200,0,0.04,4,0,1,1.0,91,0,0,255,0
5201,0,0.09,2,0,0,0.0,139,0,0,255,0
5202,0,0.07,18,0,0,0.0,244,0,0,255,0
5203,0,0.07,16,0,1,1.0,236,0,0,255,0
5204,1,1.0,255,1,0,0.0,15,1,0,174,1
5205,0,0.43,20,0,1,1.0,47,0,1,255,0
5206,1,1.0,255,1,0,0.0,1,1,0,255,1
5207,1,1.0,122,1,0,0.0,1,0,0,142,1
5208,0,0.05,12,0,1,1.0,130,0,1,255,0
5209,1,1.0,255,0,0,0.0,148,0,0,255,1
5210,0,0.05,9,0,1,1.0,292,0,1,255,0
5211,1,1.0,255,1,0,0.0,13,1,0,73,1
5212,1,1.0,13,0,0,0.0,1,0,1,21,1
5213,1,1.0,60,1,0,0.0,2,0,0,240,1
5214,1,1.0,255,1,0,0.0,9,1,0,255,1
5215,0,0.03,8,0,1,1.0,295,0,1,255,0
5216,1,1.0,255,1,0,0.0,3,1,0,203,1
5217,0,0.11,14,0,0,0.0,123,0,1,255,0
5218,0,0.01,1,0,0,0.04,157,0,1,255,0
5219,1,1.0,255,1,0,0.0,17,1,0,110,1
5220,1,1.0,1,0,0,0.0,1,0,0,255,1
5221,1,1.0,255,1,0,0.0,1,1,0,1,1
5222,0,0.22,64,0,1,1.0,23,0,0,255,0
5223,0,0.13,19,0,0,0.0,148,0,0,255,0
5224,1,1.0,255,1,0,0.0,5,1,0,5,1
5225,1,1.0,255,1,0,0.0,1,1,0,11,1
5226,0,0.09,15,0,0,0.0,169,0,1,255,0
5227,1,1.0,255,1,0,0.0,4,1,0,129,1
5228,1,0.5,11,0,0,0.0,2,0,0,48,1
5229,0,0.32,19,0,0,0.0,59,0,1,255,0
5230,0,0.16,18,0,0,0.0,113,0,0,255,0
5231,1,1.0,166,0,0,0.0,204,0,0,255,1
5232,1,1.0,89,0,0,0.0,2,0,0,81,1
5233,1,1.0,255,1,0,0.0,29,1,0,74,1
5234,1,1.0,255,1,0,0.0,1,1,0,1,1
5235,0,0.02,20,0,1,1.0,172,0,1,255,0
5236,1,1.0,28,1,0,0.0,22,0,0,255,1
5237,0,0.01,2,0,1,1.0,158,0,1,255,0
5238,0,0.01,1,0,0,0.06,128,0,1,255,0
5239,0,0.02,5,0,1,1.0,236,0,0,255,0
5240,1,0.41,60,0,0,0.0,64,0,1,255,0
5241,1,1.0,255,1,0,0.0,16,1,0,67,1
5242,0,0.12,21,0,1,1.0,181,0,0,255,0
5243,0,0.09,11,0,1,1.0,130,0,1,255,0
5244,1,1.0,255,0,0,0.0,1,0,0,1,0
5245,1,1.0,109,0,0,0.0,1,0,0,1,0
5246,0,0.0,1,0,0,0.03,319,0,1,255,0
5247,0,0.32,67,0,1,1.0,22,0,0,255,0
5248,1,1.0,255,1,0,0.0,5,1,0,249,1
5249,1,1.0,251,1,0,0.0,1,1,0,255,1
5250,0,0.06,17,0,1,1.0,292,0,0,255,0
5251,1,1.0,255,1,0,0.0,20,1,0,255,1
5252,0,0.03,5,0,1,1.0,180,0,1,255,0
5253,0,1.0,251,0,0,0.0,1,1,0,57,1
5254,1,1.0,255,0,0,0.0,138,0,0,255,1
5255,0,0.05,26,0,1,1.0,258,0,1,255,0
5256,1,1.0,92,0,0,0.0,1,0,0,4,0
5257,1,1.0,255,1,0,0.0,10,1,0,94,1
5258,0,0.13,17,0,1,1.0,132,0,0,255,0
5259,0,0.09,11,0,1,1.0,121,0,0,255,0
5260,0,0.0,1,0,1,1.0,226,0,0,255,0
5261,1,1.0,60,1,0,0.0,1,0,0,4,0
5262,1,1.0,37,0,0,0.0,1,0,0,1,0
5263,1,1.0,78,0,0,0.0,78,0,1,255,0
5264,1,1.0,79,0,0,0.0,1,0,0,1,0
5265,1,1.0,255,1,0,0.0,11,1,0,44,1
5266,1,1.0,141,1,0,0.0,1,0,0,255,1
5267,0,0.09,13,0,1,1.0,229,0,1,255,0
5268,1,1.0,102,1,0,0.0,2,0,0,255,1
5269,0,0.01,1,0,1,1.0,101,0,0,255,0
5270,1,1.0,20,1,0,0.0,2,1,0,2,1
5271,1,1.0,10,0,0,0.0,10,0,1,223,0
5272,1,1.0,255,1,0,0.0,2,1,0,49,1
5273,1,1.0,255,1,0,0.0,1,1,0,255,1
5274,1,1.0,255,1,0,0.0,9,1,0,255,1
5275,1,1.0,255,1,0,0.0,4,1,0,32,1
5276,1,1.0,191,1,0,0.0,1,0,0,96,1
5277,1,1.0,189,1,0,0.0,1,0,0,49,1
5278,1,1.0,255,1,0,0.0,1,1,0,1,1
5279,0,0.01,2,0,1,1.0,230,0,0,255,0
5280,1,1.0,130,1,0,0.0,5,1,0,130,0
5281,1,1.0,87,0,0,0.0,1,0,0,2,0
5282,1,1.0,255,0,0,0.0,167,0,0,255,0
5283,1,1.0,255,0,0,0.0,187,0,0,255,0
5284,1,1.0,255,1,0,0.0,10,1,0,39,1
5285,0,0.2,10,0,1,1.0,45,0,1,255,0
5286,0,0.1,12,0,1,1.0,147,0,0,255,0
5287,1,1.0,255,1,0,0.0,16,1,0,50,1
5288,1,1.0,20,0,0,0.0,8,0,0,28,1
5289,1,1.0,222,0,0,0.0,261,0,0,255,1
5290,0,0.0,1,0,0,0.09,411,0,0,255,0
5291,0,0.02,16,0,1,1.0,239,0,0,255,0
5292,1,1.0,255,1,0,0.0,12,1,0,255,1
5293,1,1.0,255,1,0,0.0,14,1,0,241,1
5294,0,1.0,255,0,0,0.0,1,1,0,6,1
5295,1,1.0,255,1,0,0.0,22,1,0,255,1
5296,0,0.04,5,0,1,1.0,116,0,1,255,0
5297,1,0.2,8,0,0,0.0,10,0,0,255,1
5298,0,0.06,10,0,1,1.0,165,0,1,255,0
5299,1,1.0,73,1,0,0.0,5,0,0,12,1
5300,1,1.0,96,0,0,0.0,1,0,0,2,0
5301,0,0.04,7,0,1,1.0,190,0,1,255,0
5302,0,0.04,8,0,1,1.0,182,0,0,255,0
5303,1,1.0,255,1,0,0.0,17,1,0,255,1
5304,0,0.06,13,0,1,1.0,247,0,1,255,0
5305,0,0.12,11,0,1,1.0,148,0,0,255,0
5306,1,1.0,255,1,0,0.0,11,1,0,255,1
5307,1,0.12,7,0,0,0.0,26,0,1,255,0
5308,1,1.0,179,1,0,0.0,4,1,0,179,0
5309,0,0.09,19,0,1,1.0,223,0,0,255,0
5310,1,1.0,124,0,0,0.0,2,0,0,127,1
5311,0,1.0,255,0,0,0.0,1,1,0,3,1
5312,1,1.0,255,1,0,0.0,11,1,0,83,1
5313,0,0.1,15,0,1,1.0,145,0,0,255,0
5314,1,0.23,10,0,0,0.0,43,0,0,255,0
5315,0,0.07,26,0,1,1.0,236,0,1,255,0
5316,0,0.13,20,0,1,0.99,151,0,1,255,0
5317,1,1.0,255,1,0,0.0,20,1,0,255,1
5318,1,1.0,255,1,0,0.0,13,1,0,255,1
5319,1,1.0,255,1,0,0.0,14,1,0,255,1
5320,0,0.16,13,0,1,1.0,147,0,0,255,0
5321,1,1.0,22,0,0,0.0,22,0,0,255,0
5322,1,1.0,139,0,0,0.0,511,0,0,255,0
5323,0,0.09,11,0,1,1.0,127,0,1,255,0
5324,1,1.0,255,1,0,0.0,1,1,0,92,1
5325,1,1.0,190,0,0,0.0,1,0,1,192,1
5326,1,1.0,255,1,0,0.0,11,1,0,255,1
5327,0,0.06,16,0,1,1.0,267,0,0,255,0
5328,1,1.0,255,1,0,0.0,2,1,0,2,1
5329,0,1.0,114,0,0,0.0,1,1,0,6,1
5330,1,1.0,255,1,0,0.0,1,1,0,16,1
5331,0,0.13,10,0,1,1.0,122,0,0,255,0
5332,0,0.01,3,0,1,1.0,258,0,0,255,0
5333,0,0.07,7,0,1,1.0,150,0,1,255,0
5334,0,1.0,10,0,0,0.0,2,1,0,2,1
5335,1,1.0,57,1,0,0.0,2,0,0,7,1
5336,0,1.0,140,0,1,1.0,17,0,0,79,0
5337,0,0.17,3,0,1,1.0,108,0,1,255,0
5338,0,0.03,3,0,1,1.0,187,0,1,48,0
5339,0,0.03,8,0,1,1.0,275,0,0,255,0
5340,0,0.07,1,0,1,1.0,286,0,0,255,0
5341,0,0.01,4,0,1,1.0,272,0,0,255,0
5342,0,0.06,15,0,1,1.0,126,0,1,255,0
5343,1,1.0,255,1,0,0.0,13,1,0,255,1
5344,1,1.0,122,1,0,0.0,1,0,0,255,1
5345,0,0.05,11,0,1,1.0,215,0,1,255,0
5346,1,1.0,208,0,0,0.0,1,0,0,4,0
5347,0,0.01,1,0,1,1.0,141,0,0,255,0
5348,0,0.08,10,0,1,1.0,126,0,0,255,0
5349,1,1.0,255,1,0,0.0,15,1,0,255,1
5350,0,0.04,15,0,1,1.0,137,0,1,255,0
5351,0,0.08,22,0,1,1.0,265,0,0,255,0
5352,0,0.03,6,0,0,0.0,225,0,1,255,0
5353,1,1.0,32,0,0,0.0,32,0,1,100,0
5354,1,1.0,31,1,0,0.0,1,0,0,61,1
5355,1,1.0,255,1,0,0.0,1,1,0,83,1
5356,0,0.03,6,0,1,1.0,238,0,1,255,0
5357,0,0.07,20,0,1,1.0,300,1,0,255,0
5358,0,0.11,25,0,1,1.0,221,0,0,255,0
5359,1,1.0,24,1,0,0.0,1,0,0,169,1
5360,1,1.0,248,1,0,0.0,2,1,0,255,1
5361,0,0.05,12,0,1,1.0,250,0,0,255,0
5362,0,0.02,1,0,1,1.0,60,0,1,209,0
5363,0,0.16,13,0,0,0.0,82,0,1,255,0
5364,0,0.05,15,0,1,1.0,130,0,1,255,0
5365,1,1.0,255,1,0,0.0,23,1,0,255,1
5366,1,1.0,188,1,0,0.0,1,0,0,124,1
5367,1,1.0,110,0,0,0.0,1,0,0,1,0
5368,1,1.0,169,0,0,0.0,114,0,0,234,1
5369,0,0.08,20,0,1,1.0,245,0,0,255,0
5370,0,0.01,2,0,1,1.0,195,1,0,255,0
5371,1,1.0,255,1,0,0.0,13,1,0,29,1
5372,0,0.12,20,0,1,1.0,148,0,0,255,0
5373,1,1.0,255,0,0,0.0,31,0,0,255,1
5374,1,1.0,255,1,0,0.0,1,1,0,1,1
5375,0,1.0,242,0,0,0.0,1,1,0,119,1
5376,1,1.0,40,0,0,0.0,1,0,0,2,0
5377,0,0.03,9,0,1,1.0,128,0,0,255,0
5378,1,1.0,255,1,0,0.0,11,1,0,35,1
5379,1,1.0,253,0,0,0.0,241,0,0,255,1
5380,0,0.08,16,0,1,1.0,209,0,0,255,0
5381,0,0.03,9,0,1,1.0,142,0,1,255,0
5382,0,1.0,2,0,0,0.0,2,0,1,255,0
5383,0,1.0,254,0,0,0.0,1,1,0,4,1
5384,1,1.0,255,1,0,0.0,5,1,0,5,1
5385,1,1.0,255,1,0,0.0,12,1,0,255,1
5386,1,1.0,81,1,0,0.0,4,1,0,31,1
5387,1,0.2,1,0,0,0.0,5,0,0,255,1
5388,1,1.0,50,0,0,0.0,1,0,0,2,0
5389,1,0.2,1,1,0,0.2,5,0,0,99,1
5390,1,1.0,52,1,0,0.0,1,0,0,92,1
5391,0,0.01,3,0,1,1.0,252,0,0,255,0
5392,1,1.0,255,1,0,0.0,4,1,0,239,1
5393,1,1.0,2,1,0,0.0,1,1,0,2,1
5394,1,1.0,255,1,0,0.0,3,1,0,255,1
5395,0,0.09,20,0,1,1.0,206,0,0,255,0
5396,0,0.08,8,0,1,1.0,101,0,0,255,0
5397,0,0.04,12,0,0,0.0,280,0,0,255,0
5398,1,1.0,255,1,0,0.0,6,1,0,255,1
5399,1,1.0,255,1,0,0.0,2,1,0,52,1
5400,1,1.0,109,1,0,0.0,1,0,0,187,1
5401,1,1.0,255,1,0,0.06,18,1,0,103,1
5402,1,1.0,255,1,0,0.0,16,1,0,16,1
5403,0,0.08,10,0,1,1.0,98,0,1,255,0
5404,1,1.0,255,1,0,0.0,3,1,0,98,1
5405,1,1.0,255,1,0,0.0,18,1,0,102,1
5406,0,0.16,3,0,1,1.0,124,0,1,255,0
5407,0,1.0,1,0,0,0.0,1,0,0,255,0
5408,1,1.0,255,0,0,0.0,108,0,0,255,0
5409,1,1.0,255,1,0,0.0,2,1,0,255,1
5410,0,0.07,14,0,1,1.0,199,0,0,255,0
5411,1,1.0,255,1,0,0.0,2,1,0,22,1
5412,1,1.0,70,1,0,0.0,1,0,0,120,1
5413,0,0.1,12,0,1,1.0,125,0,1,255,0
5414,1,1.0,255,1,0,0.0,1,1,0,42,1
5415,0,0.0,1,0,0,0.06,206,0,1,255,0
5416,0,0.5,1,0,0,0.0,2,0,1,255,0
5417,1,1.0,128,1,0,0.0,1,0,0,184,0
5418,1,1.0,202,0,0,0.0,2,0,0,202,1
5419,1,1.0,255,1,0,0.0,8,1,0,255,1
5420,0,0.01,3,0,1,1.0,242,1,0,255,0
5421,0,0.01,3,0,1,1.0,257,0,0,255,0
5422,1,0.2,1,0,0,0.0,5,0,0,95,1
5423,1,1.0,142,1,0,0.0,1,0,0,152,1
5424,1,1.0,95,0,0,0.0,95,0,1,255,0
5425,1,1.0,114,1,0,0.0,1,0,0,255,1
5426,0,0.01,2,0,0,0.0,247,0,0,255,0
5427,1,1.0,255,1,0,0.0,11,1,0,11,1
5428,1,1.0,55,0,0,0.0,511,0,0,255,0
5429,1,1.0,255,0,0,0.0,117,0,0,255,1
5430,1,1.0,255,0,0,0.0,286,0,0,255,0
5431,1,1.0,113,1,0,0.0,1,0,0,114,1
5432,1,1.0,255,1,0,0.33,3,1,0,3,1
5433,1,1.0,255,1,0,0.0,14,1,0,135,1
5434,1,1.0,247,1,0,0.0,1,1,0,211,1
5435,1,1.0,255,1,0,0.0,7,1,0,255,1
5436,1,0.2,243,0,0,0.0,5,0,1,255,1
5437,1,1.0,255,0,0,0.0,114,0,0,255,1
5438,0,1.0,255,1,0,0.33,3,1,0,255,1
5439,1,1.0,255,1,0,0.0,7,1,0,255,1
5440,1,1.0,255,1,0,0.0,1,1,0,1,1
5441,1,1.0,218,0,0,0.0,218,0,0,255,0
5442,1,1.0,255,1,0,0.0,3,1,0,42,1
5443,0,0.11,21,0,1,1.0,185,0,1,255,0
5444,1,1.0,255,1,0,0.0,1,1,0,1,1
5445,1,1.0,45,0,0,0.0,1,0,0,1,0
5446,0,0.05,12,0,1,1.0,263,0,0,255,0
5447,1,1.0,83,0,0,0.0,4,0,0,108,1
5448,1,1.0,255,1,0,0.0,1,1,0,108,1
5449,1,1.0,255,1,0,0.0,9,1,0,134,1
5450,0,1.0,247,0,0,0.0,1,1,0,6,1
5451,1,1.0,169,0,0,0.0,206,0,0,208,1
5452,1,1.0,126,1,0,0.0,1,0,0,81,1
5453,1,1.0,254,0,0,0.0,286,0,0,255,1
5454,0,0.16,21,0,1,1.0,135,0,0,255,0
5455,1,1.0,255,0,0,0.0,119,0,0,255,1
5456,1,1.0,255,1,0,0.0,14,1,0,19,1
5457,0,1.0,255,1,0,0.5,2,1,0,255,0
5458,0,0.04,7,0,1,1.0,135,0,1,255,0
5459,1,1.0,9,0,0,0.0,1,0,0,1,0
5460,0,0.08,24,0,1,1.0,286,0,0,255,0
5461,1,0.99,254,0,0,0.0,89,0,0,255,1
5462,1,1.0,254,0,0,0.0,92,0,0,255,1
5463,1,1.0,255,1,0,0.0,12,1,0,255,1
5464,1,1.0,255,1,0,0.0,14,1,0,173,1
5465,0,0.03,1,0,1,1.0,116,0,0,255,0
5466,1,1.0,158,1,0,0.0,1,0,0,41,1
5467,1,1.0,255,0,0,0.0,87,0,0,255,1
5468,1,1.0,2,0,0,0.0,1,0,0,255,1
5469,0,0.04,2,0,1,1.0,249,0,1,255,0
5470,1,1.0,60,0,0,0.0,2,0,0,99,1
5471,0,0.43,63,0,1,1.0,7,1,0,247,0
5472,1,1.0,43,0,0,0.0,2,0,0,57,1
5473,1,1.0,255,1,0,0.0,18,1,0,162,1
5474,0,0.05,6,0,1,1.0,275,0,0,255,0
5475,0,0.01,1,0,1,1.0,141,0,0,255,0
5476,0,1.0,68,0,1,1.0,6,0,0,128,0
5477,1,1.0,243,1,0,0.0,1,0,0,47,1
5478,1,1.0,255,1,0,0.0,17,1,0,255,1
5479,1,1.0,7,1,0,0.0,1,0,0,109,0
5480,0,0.5,50,0,1,1.0,14,0,0,174,0
5481,0,0.01,1,0,1,1.0,191,0,0,255,0
5482,1,1.0,48,1,0,0.0,2,0,0,105,1
5483,0,1.0,1,0,0,0.0,1,0,1,197,0
5484,1,1.0,255,1,0,0.05,20,1,0,255,1
5485,1,1.0,255,1,0,0.0,5,1,0,11,1
5486,1,1.0,1,0,0,0.0,1,0,0,255,1
5487,1,1.0,255,1,0,0.0,2,1,0,10,1
5488,0,0.05,11,0,1,1.0,214,0,0,255,0
5489,1,1.0,143,1,0,0.0,1,0,0,255,1
5490,1,1.0,255,1,0,0.0,1,1,0,255,1
5491,1,1.0,255,1,0,0.0,4,1,0,34,1
5492,1,1.0,255,1,0,0.0,29,1,0,255,1
5493,1,1.0,255,1,0,0.0,2,1,0,166,1
5494,1,0.2,1,0,0,0.2,5,0,0,129,1
5495,1,1.0,255,1,0,0.0,3,1,0,3,1
5496,1,1.0,255,1,0,0.0,5,1,0,15,1
5497,1,1.0,255,1,0,0.0,12,1,0,39,1
5498,1,1.0,255,1,0,0.0,7,1,0,89,1
5499,1,1.0,254,1,0,0.0,1,1,0,96,1
5500,1,1.0,148,1,0,0.0,5,1,0,148,1
5501,0,0.04,11,0,1,1.0,256,0,0,255,0
5502,0,0.05,12,0,1,1.0,233,0,1,255,0
5503,1,1.0,118,1,0,0.0,21,1,0,21,1
5504,1,1.0,94,1,0,0.0,13,0,0,127,1
5505,1,0.99,253,0,0,0.0,104,0,0,255,1
5506,1,0.5,2,0,0,0.0,2,0,0,255,1
5507,0,0.24,50,0,1,1.0,34,0,0,196,0
5508,1,1.0,255,1,0,0.0,5,1,0,5,1
5509,0,1.0,249,0,0,0.0,1,1,0,113,1
5510,1,0.25,36,0,0,0.0,4,0,0,255,1
5511,1,1.0,4,0,0,0.0,1,0,0,255,1
5512,1,1.0,255,0,0,0.0,250,0,0,255,1
5513,0,1.0,1,0,0,0.0,1,0,1,179,0
5514,1,1.0,133,1,0,0.0,1,0,0,19,1
5515,0,0.4,18,0,1,1.0,48,0,1,217,0
5516,1,1.0,5,1,0,0.0,1,0,0,5,1
5517,1,1.0,255,1,0,0.0,22,1,0,22,1
5518,1,1.0,255,1,0,0.0,4,1,0,255,1
5519,0,0.23,42,0,1,1.0,61,0,0,255,0
5520,0,0.04,12,0,1,1.0,136,0,1,255,0
5521,1,1.0,93,0,0,0.0,1,0,1,109,0
5522,1,1.0,254,0,0,0.0,203,0,0,255,1
5523,0,0.03,2,0,1,1.0,268,1,0,255,0
5524,1,1.0,254,0,0,0.0,3,0,0,255,1
5525,1,1.0,11,0,0,0.0,11,0,0,95,0
5526,1,1.0,111,1,0,0.0,2,0,0,49,1
5527,0,0.34,65,0,1,1.0,59,1,0,255,0
5528,1,1.0,255,1,0,0.0,20,1,0,255,1
5529,1,1.0,255,1,0,0.0,1,1,0,11,1
5530,1,1.0,255,1,0,0.0,8,1,0,255,1
5531,1,1.0,255,1,0,0.0,1,1,0,8,1
5532,1,1.0,255,0,0,0.0,139,0,0,255,1
5533,1,1.0,1,1,0,0.0,1,0,0,78,1
5534,1,1.0,222,1,0,0.0,1,0,0,152,1
5535,1,1.0,255,1,0,0.0,61,1,0,147,1
5536,0,1.0,1,0,0,0.0,1,0,1,163,0
5537,1,1.0,255,1,0,0.0,10,1,0,255,1
5538,1,1.0,46,1,0,0.0,1,0,0,255,1
5539,1,1.0,255,1,0,0.0,16,1,0,255,1
5540,0,1.0,253,0,0,0.0,2,1,0,4,1
5541,0,0.07,17,0,1,1.0,233,0,0,255,0
5542,1,1.0,255,1,0,0.0,28,1,0,255,1
5543,0,0.04,11,0,1,1.0,281,0,0,255,0
5544,1,1.0,9,1,0,0.0,1,0,0,10,1
5545,0,1.0,255,1,0,1.0,1,1,0,255,1
5546,0,0.17,13,0,1,1.0,12,0,1,255,0
5547,1,1.0,255,1,0,0.0,30,1,0,30,1
5548,1,1.0,53,1,0,0.0,1,0,0,81,1
5549,1,1.0,17,0,0,0.0,468,0,0,17,0
5550,0,0.07,20,0,0,0.0,274,0,0,255,0
5551,1,1.0,44,1,0,0.0,2,0,0,110,1
5552,1,1.0,255,1,0,0.0,6,1,0,94,1
5553,1,1.0,255,1,0,0.0,3,1,0,77,1
5554,0,1.0,1,0,0,0.0,1,0,1,135,0
5555,1,1.0,13,1,0,0.0,1,1,0,10,1
5556,1,1.0,255,1,0,0.0,16,1,0,39,1
5557,0,0.44,8,0,1,1.0,16,0,0,255,0
5558,0,0.07,20,0,1,1.0,260,0,0,255,0
5559,1,1.0,106,1,0,0.0,2,1,0,106,0
5560,1,1.0,140,1,0,0.0,1,0,0,255,1
5561,1,1.0,255,1,0,0.0,24,1,0,255,1
5562,0,0.07,17,0,1,1.0,252,0,1,255,0
5563,1,1.0,255,1,0,0.0,4,1,0,255,0
5564,1,1.0,175,1,0,0.0,1,0,0,50,1
5565,1,1.0,255,1,0,0.0,41,1,0,41,1
5566,0,0.0,1,0,0,0.08,422,0,0,255,0
5567,0,0.06,12,0,1,1.0,235,0,1,255,0
5568,1,1.0,255,1,0,0.0,24,1,0,255,1
5569,1,1.0,255,1,0,0.33,3,1,0,52,1
5570,0,0.01,2,0,1,1.0,289,0,0,255,0
5571,0,0.08,19,0,0,0.0,237,0,1,255,0
5572,1,1.0,255,1,0,0.0,12,1,0,33,1
5573,1,1.0,19,0,0,0.0,1,0,1,22,1
5574,1,1.0,93,1,0,0.0,14,1,0,30,1
5575,1,1.0,70,1,0,0.0,2,1,0,26,1
5576,0,1.0,179,0,0,0.0,1,1,0,1,1
5577,0,0.03,7,0,1,1.0,234,0,0,255,0
5578,1,1.0,162,0,0,0.0,1,0,0,2,0
5579,1,1.0,81,1,0,0.0,1,0,0,1,0
5580,0,1.0,1,0,0,1.0,1,0,0,255,0
5581,1,1.0,2,0,0,0.0,1,0,0,255,1
5582,0,0.03,14,0,1,1.0,219,0,0,255,0
5583,1,1.0,255,1,0,0.0,7,1,0,50,1
5584,0,0.03,7,0,0,0.0,272,0,0,255,0
5585,0,0.01,1,0,0,0.0,143,0,0,255,0
5586,0,1.0,249,0,0,0.0,1,1,0,40,1
5587,1,1.0,255,1,0,0.0,9,1,0,255,1
5588,1,1.0,255,1,0,0.0,4,1,0,25,1
5589,1,1.0,5,1,0,0.0,1,1,0,3,1
5590,0,0.18,18,0,1,1.0,100,0,0,255,0
5591,1,1.0,255,1,0,0.2,5,1,0,108,1
5592,1,1.0,255,1,0,0.0,32,1,0,202,1
5593,1,1.0,66,1,0,0.0,1,0,0,255,1
5594,1,1.0,38,1,0,0.0,1,0,0,72,1
5595,1,1.0,125,1,0,0.0,1,0,0,255,1
5596,0,0.05,20,0,1,1.0,294,0,1,255,0
5597,0,0.07,16,0,1,1.0,235,0,0,255,0
5598,1,1.0,255,1,0,0.0,2,1,0,20,1
5599,1,1.0,240,0,0,0.0,2,0,0,255,1
5600,0,0.01,2,0,1,1.0,253,0,0,255,0
5601,1,1.0,255,1,0,0.0,1,1,0,5,1
5602,1,1.0,255,1,0,0.17,6,1,0,255,1
5603,1,1.0,209,0,0,0.0,511,0,0,255,0
5604,1,1.0,141,1,0,0.0,1,0,0,229,1
5605,0,0.04,7,0,1,1.0,292,0,1,255,0
5606,1,1.0,255,1,0,0.0,7,1,0,212,1
5607,1,1.0,255,0,0,0.0,65,0,0,255,1
5608,1,1.0,244,0,0,0.0,1,0,0,4,0
5609,0,0.02,5,0,0,0.0,236,0,0,255,0
5610,0,0.06,20,0,1,1.0,231,0,1,255,0
5611,1,0.17,2,0,0,0.0,12,0,0,255,0
5612,1,1.0,197,1,0,0.0,1,0,0,161,1
5613,0,0.01,2,0,0,0.0,236,0,1,255,0
5614,0,0.06,15,0,0,0.0,259,0,0,255,0
5615,0,0.01,3,0,0,0.0,173,0,0,255,0
5616,0,1.0,2,0,0,0.0,2,0,1,255,0
5617,1,0.5,79,1,0,0.0,2,0,0,255,1
5618,0,0.07,19,0,1,1.0,269,0,0,255,0
5619,1,1.0,254,0,0,0.0,80,0,0,255,1
5620,1,1.0,255,1,0,0.0,1,1,0,1,1
5621,0,0.0,1,0,1,1.0,230,0,1,255,0
5622,0,1.0,1,0,0,0.0,1,0,0,255,0
5623,1,1.0,255,1,0,0.0,9,1,0,255,1
5624,1,1.0,255,1,0,0.0,12,1,0,132,1
5625,1,1.0,151,0,0,0.0,2,0,0,5,0
5626,1,1.0,255,1,0,0.0,29,1,0,58,1
5627,0,0.06,15,0,1,1.0,269,0,0,255,0
5628,1,1.0,226,1,0,0.0,1,0,0,4,1
5629,1,1.0,255,1,0,0.0,15,1,0,255,1
5630,1,1.0,255,1,0,0.0,3,1,0,26,1
5631,0,0.27,22,0,1,1.0,22,0,0,255,0
5632,1,1.0,254,0,0,0.0,133,0,0,255,1
5633,1,1.0,255,1,0,0.0,8,1,0,255,1
5634,0,1.0,109,0,1,0.5,2,0,0,255,1
5635,0,0.03,10,0,1,1.0,288,0,0,255,0
5636,1,1.0,255,1,0,0.0,6,1,0,58,1
5637,1,1.0,255,1,0,0.0,10,1,0,255,1
5638,1,1.0,255,1,0,0.0,23,1,0,255,1
5639,1,1.0,255,1,0,0.0,7,1,0,179,1
5640,1,1.0,198,1,0,0.0,1,0,0,41,1
5641,0,0.0,1,0,0,0.03,303,0,1,255,0
